# ell, dCl_tt, dCl_te, dCl_ee
1.760000000000000000e+02 -1.161442009437019252e+00 1.046465084644484025e-02 -2.089299935590456427e-04
1.770000000000000000e+02 -1.149644289069162717e+00 1.014807595802434681e-02 -2.022093182918617950e-04
1.780000000000000000e+02 -1.137910062375402376e+00 9.832337421690397899e-03 -1.956509847618990994e-04
1.790000000000000000e+02 -1.126238883099039967e+00 9.517541517019278974e-03 -1.892569835562553805e-04
1.800000000000000000e+02 -1.114630304982711095e+00 9.203794523585107079e-03 -1.830293052620826730e-04
1.810000000000000000e+02 -1.103083881769606478e+00 8.891202720958963496e-03 -1.769699404664923544e-04
1.820000000000000000e+02 -1.091599167203083365e+00 8.579872388715832632e-03 -1.710808797566229066e-04
1.830000000000000000e+02 -1.080175715026054917e+00 8.269909806428530491e-03 -1.653641137195586020e-04
1.840000000000000000e+02 -1.068813078981767362e+00 7.961421253671607801e-03 -1.598216329425056854e-04
1.850000000000000000e+02 -1.057510812812856305e+00 7.654513010019181607e-03 -1.544554280124806663e-04
1.860000000000000000e+02 -1.046268470262845529e+00 7.349291355043634233e-03 -1.492674895166491321e-04
1.870000000000000000e+02 -1.035085605074537174e+00 7.045862568319082725e-03 -1.442598080421902225e-04
1.880000000000000000e+02 -1.023961770991344000e+00 6.744332929418343087e-03 -1.394343741761475521e-04
1.890000000000000000e+02 -1.012896521755901613e+00 6.444808717916833407e-03 -1.347931785056731557e-04
1.900000000000000000e+02 -1.001889411111622774e+00 6.147396213386936009e-03 -1.303382116179190682e-04
1.910000000000000000e+02 -9.909400926718103797e-01 5.852193857046935482e-03 -1.260710691836379373e-04
1.920000000000000000e+02 -9.800486195311597371e-01 5.559268736691786589e-03 -1.219917672081881517e-04
1.930000000000000000e+02 -9.692151446546448668e-01 5.268680101761045315e-03 -1.180999267806371331e-04
1.940000000000000000e+02 -9.584398210075728564e-01 4.980487201697086572e-03 -1.143951689899777645e-04
1.950000000000000000e+02 -9.477228015547511930e-01 4.694749285936213740e-03 -1.108771149252571388e-04
1.960000000000000000e+02 -9.370642392612649196e-01 4.411525603921018571e-03 -1.075453856755359018e-04
1.970000000000000000e+02 -9.264642870924211238e-01 4.130875405089539168e-03 -1.043996023297798312e-04
1.980000000000000000e+02 -9.159230980128052479e-01 3.852857938882632560e-03 -1.014393859770834540e-04
1.990000000000000000e+02 -9.054408249880019355e-01 3.577532454740288415e-03 -9.866435770643965314e-05
2.000000000000000000e+02 -8.950176209825411178e-01 3.304958202101195355e-03 -9.607413860688874532e-05
2.010000000000000000e+02 -8.846536389619519269e-01 3.035194430406427252e-03 -9.366834976745071857e-05
2.020000000000000000e+02 -8.743490318909863390e-01 2.768300389095323250e-03 -9.144661227717266593e-05
2.030000000000000000e+02 -8.641039527347293969e-01 2.504335327607547755e-03 -8.940854722508135167e-05
2.040000000000000000e+02 -8.539185544581551213e-01 2.243358495382982015e-03 -8.755377570018321124e-05
2.050000000000000000e+02 -8.437929900265705996e-01 1.985429141861832537e-03 -8.588191879154566648e-05
2.060000000000000000e+02 -8.337274124048388302e-01 1.730606516483546888e-03 -8.439259758818192913e-05
2.070000000000000000e+02 -8.237219745580448560e-01 1.478949868688385783e-03 -8.308543317913231595e-05
2.080000000000000000e+02 -8.137768294513292311e-01 1.230518447915742580e-03 -8.196004665338970990e-05
2.090000000000000000e+02 -8.038921300494994426e-01 9.853715036056611559e-04 -8.101605910002830906e-05
2.100000000000000000e+02 -7.940680293179180893e-01 7.435682851979956518e-04 -8.025309160804777265e-05
2.110000000000000000e+02 -7.843046802213926583e-01 5.051680421325391692e-04 -7.967076526651552248e-05
2.120000000000000000e+02 -7.746022357251192147e-01 2.702300238492137750e-04 -7.926870116440411273e-05
2.130000000000000000e+02 -7.649608660049711517e-01 3.880589745407832941e-05 -7.904618504521942427e-05
