# ell, dCl_tt, dCl_te, dCl_ee
1.990000000000000000e+02 4.196047511752176881e+08 -1.264118135036804015e+06 5.347552813324361341e+04
2.000000000000000000e+02 4.163775452217318416e+08 -1.159668046452385141e+06 5.285712349277692556e+04
2.010000000000000000e+02 4.131509285365061164e+08 -1.055609019695403520e+06 5.230789654091303964e+04
2.020000000000000000e+02 4.099250650552055240e+08 -9.519747082676037680e+05 5.182850124287079962e+04
2.030000000000000000e+02 4.067001187135136724e+08 -8.487987656707812566e+05 5.141959156387219264e+04
2.040000000000000000e+02 4.034762534470918775e+08 -7.461148454066370614e+05 5.108182146913334873e+04
2.050000000000000000e+02 4.002536331916199327e+08 -6.439566009769230150e+05 5.081584492387537466e+04
2.060000000000000000e+02 3.970324218827555180e+08 -5.423576858834052691e+05 5.062231589331483701e+04
2.070000000000000000e+02 3.938127834561747909e+08 -4.413517536277997424e+05 5.050188834267238417e+04
2.080000000000000000e+02 3.905948818475502133e+08 -3.409724577118761954e+05 5.045521623716640897e+04
2.090000000000000000e+02 3.873788809925578833e+08 -2.412534516373611987e+05 5.048295354201753798e+04
2.100000000000000000e+02 3.841649448268591762e+08 -1.422283889060011134e+05 5.058575422244236688e+04
2.110000000000000000e+02 3.809532372861412764e+08 -4.393092301954867435e+04 5.076427224366107839e+04
2.120000000000000000e+02 3.777439223060470819e+08 5.360529252025693859e+04 5.101916157089296757e+04
2.130000000000000000e+02 3.745371826281577349e+08 1.503487105464572669e+05 5.135091606884691282e+04
2.140000000000000000e+02 3.713332762175447345e+08 2.462762092312528403e+05 5.175938920018922363e+04
2.150000000000000000e+02 3.681324798451957107e+08 3.413667730816239491e+05 5.224427432708167908e+04
2.160000000000000000e+02 3.649350702820760012e+08 4.355993866045717732e+05 5.280526481167928432e+04
2.170000000000000000e+02 3.617413242991585135e+08 5.289530343070720555e+05 5.344205401614110451e+04
2.180000000000000000e+02 3.585515186674159765e+08 6.214067006960861618e+05 5.415433530262485874e+04
2.190000000000000000e+02 3.553659301578212380e+08 7.129393702786478680e+05 5.494180203329050710e+04
2.200000000000000000e+02 3.521848355413507819e+08 8.035300275617074221e+05 5.580414757029667089e+04
2.210000000000000000e+02 3.490085115889737010e+08 8.931576570522733964e+05 5.674106527579744579e+04
2.220000000000000000e+02 3.458372350716628432e+08 9.818012432573324768e+05 5.775224851195551310e+04
2.230000000000000000e+02 3.426712827603983879e+08 1.069439770683827577e+06 5.883739064092497574e+04
2.240000000000000000e+02 3.395109314261457324e+08 1.156052223838781938e+06 5.999618502486670332e+04
2.250000000000000000e+02 3.363564578398814201e+08 1.241617587229203666e+06 6.122832502593886602e+04
2.260000000000000000e+02 3.332081387725708485e+08 1.326114845362029038e+06 6.253350400629961950e+04
2.270000000000000000e+02 3.300662509951942563e+08 1.409522982744266046e+06 6.391141532810442004e+04
2.280000000000000000e+02 3.269310712787317634e+08 1.491820983882894274e+06 6.536175235351549782e+04
2.290000000000000000e+02 3.238028763941413760e+08 1.572987833284936612e+06 6.688420844468785799e+04
2.300000000000000000e+02 3.206819431124034524e+08 1.653002515457329107e+06 6.847847696378281398e+04
2.310000000000000000e+02 3.175685482044906020e+08 1.731844014907051111e+06 7.014425127295266429e+04
2.320000000000000000e+02 3.144629684413720965e+08 1.809491316141183255e+06 7.188122473436236032e+04
2.330000000000000000e+02 3.113654805940279961e+08 1.885923403666574741e+06 7.368909071016688540e+04
2.340000000000000000e+02 3.082763614334275723e+08 1.961119261990277562e+06 7.556754256252397317e+04
2.350000000000000000e+02 3.051958877305508852e+08 2.035057875619314145e+06 7.751627365359311807e+04
2.360000000000000000e+02 3.021243362563449144e+08 2.107718229060635436e+06 7.953497734553113696e+04
2.370000000000000000e+02 2.990619837818194628e+08 2.179079306821220554e+06 8.162334700049847015e+04
2.380000000000000000e+02 2.960091046816086173e+08 2.249122685455141123e+06 8.378092493027832825e+04
2.390000000000000000e+02 2.929659637451287508e+08 2.317840309704344720e+06 8.600664924517058535e+04
2.400000000000000000e+02 2.899328233654648662e+08 2.385226716358103324e+06 8.829930700509970484e+04
2.410000000000000000e+02 2.869099459357094169e+08 2.451276442205513828e+06 9.065768526999377355e+04
2.420000000000000000e+02 2.838975938489547968e+08 2.515984024035559501e+06 9.308057109977364598e+04
2.430000000000000000e+02 2.808960294982972741e+08 2.579343998637568671e+06 9.556675155437282228e+04
2.440000000000000000e+02 2.779055152768106461e+08 2.641350902800552547e+06 9.811501369370856264e+04
2.450000000000000000e+02 2.749263135776059031e+08 2.701999273313666694e+06 1.007241445777116605e+05
2.460000000000000000e+02 2.719586867937606573e+08 2.761283646965980530e+06 1.033929312663093006e+05
2.470000000000000000e+02 2.690028973183785081e+08 2.819198560546706896e+06 1.061201608194241271e+05
2.480000000000000000e+02 2.660592075445407927e+08 2.875738550844915211e+06 1.089046202969824517e+05
2.490000000000000000e+02 2.631278798653398752e+08 2.930898154649731703e+06 1.117450967589096254e+05
2.500000000000000000e+02 2.602091766738645732e+08 2.984671908750225790e+06 1.146403772651319450e+05
2.510000000000000000e+02 2.573033603632109761e+08 3.037054349935581442e+06 1.175892488755783997e+05
2.520000000000000000e+02 2.544106933264715075e+08 3.088040014994954690e+06 1.205904986501698295e+05
2.530000000000000000e+02 2.515314379567349851e+08 3.137623440717414021e+06 1.236429136488334334e+05
2.540000000000000000e+02 2.486658566470937729e+08 3.185799163892087061e+06 1.267452809314963961e+05
2.550000000000000000e+02 2.458142117906366289e+08 3.232561721308041830e+06 1.298963875580840831e+05
2.560000000000000000e+02 2.429767657804523110e+08 3.277905649754636455e+06 1.330950205885200703e+05
2.570000000000000000e+02 2.401537810096332431e+08 3.321825486020651180e+06 1.363399670827333466e+05
2.580000000000000000e+02 2.373455198712737262e+08 3.364315766895472538e+06 1.396300141006510821e+05
2.590000000000000000e+02 2.345522447584680319e+08 3.405371029168053996e+06 1.429639487021914683e+05
2.600000000000000000e+02 2.317742180643030703e+08 3.444985809627609327e+06 1.463405579472852405e+05
2.610000000000000000e+02 2.290117021818693876e+08 3.483154645063293166e+06 1.497586288958632504e+05
2.620000000000000000e+02 2.262649595042557716e+08 3.519872072264088318e+06 1.532169486078436021e+05
2.630000000000000000e+02 2.235342524245509505e+08 3.555132628019266296e+06 1.567143041431535094e+05
2.640000000000000000e+02 2.208198433358584344e+08 3.588930849117924925e+06 1.602494825617219612e+05
2.650000000000000000e+02 2.181219946312595904e+08 3.621261272349074483e+06 1.638212709234706999e+05
2.660000000000000000e+02 2.154409501835893095e+08 3.652120886551661417e+06 1.674283787360592978e+05
2.670000000000000000e+02 2.127768797846688926e+08 3.681516488762866240e+06 1.710692052980496373e+05
2.680000000000000000e+02 2.101299347060381472e+08 3.709457328069717623e+06 1.747420723557505407e+05
2.690000000000000000e+02 2.075002662192626595e+08 3.735952653559244704e+06 1.784453016554598289e+05
2.700000000000000000e+02 2.048880255958895981e+08 3.761011714318446349e+06 1.821772149434700259e+05
2.710000000000000000e+02 2.022933641074753404e+08 3.784643759434380569e+06 1.859361339660880622e+05
2.720000000000000000e+02 1.997164330255799890e+08 3.806858037993787322e+06 1.897203804696118168e+05
2.730000000000000000e+02 1.971573836217525303e+08 3.827663799083868042e+06 1.935282762003410608e+05
2.740000000000000000e+02 1.946163671675493717e+08 3.847070291791594122e+06 1.973581429045718396e+05
2.750000000000000000e+02 1.920935349345231950e+08 3.865086765203878284e+06 2.012083023286020616e+05
2.760000000000000000e+02 1.895890381942322254e+08 3.881722468407749664e+06 2.050770762187404907e+05
2.770000000000000000e+02 1.871030282182291746e+08 3.896986650490294211e+06 2.089627863212778175e+05
2.780000000000000000e+02 1.846356562780704498e+08 3.910888560538309161e+06 2.128637543825191096e+05
2.790000000000000000e+02 1.821870736453031301e+08 3.923437447638881393e+06 2.167783021487532824e+05
2.800000000000000000e+02 1.797574315914910734e+08 3.934642560879039578e+06 2.207047513662927086e+05
2.810000000000000000e+02 1.773468813881851137e+08 3.944513149345754646e+06 2.246414237814298249e+05
2.820000000000000000e+02 1.749555743069379032e+08 3.953058462125997059e+06 2.285866411404680111e+05
2.830000000000000000e+02 1.725836616193058789e+08 3.960287748306738213e+06 2.325387251897069218e+05
2.840000000000000000e+02 1.702312945968472362e+08 3.966210256974948570e+06 2.364959976754372474e+05
2.850000000000000000e+02 1.678986245111128390e+08 3.970835237217772286e+06 2.404567803439695563e+05
2.860000000000000000e+02 1.655858026336572468e+08 3.974171938121891115e+06 2.444193949415981479e+05
2.870000000000000000e+02 1.632929802360387146e+08 3.976229608774623368e+06 2.483821632146209013e+05
