# ell, dCl_tt, dCl_te, dCl_ee
2.560000000000000000e+02 -1.461257136540957454e-03 1.095905496598422179e-04 6.561195177125057364e-06
2.570000000000000000e+02 -1.490237961006372512e-03 1.081630308385952283e-04 6.693629335466948896e-06
2.580000000000000000e+02 -1.518531507122185872e-03 1.066972990084770478e-04 6.825103609551800413e-06
2.590000000000000000e+02 -1.546132138183405665e-03 1.051940120355641104e-04 6.955541162362502750e-06
2.600000000000000000e+02 -1.573034217482819795e-03 1.036538277859328226e-04 7.084865156881585059e-06
2.610000000000000000e+02 -1.599232108316176902e-03 1.020774041256683056e-04 7.212998756091215657e-06
2.620000000000000000e+02 -1.624720173977745041e-03 1.004653989208440927e-04 7.339865122975189164e-06
2.630000000000000000e+02 -1.649492777762347814e-03 9.881847003753083103e-05 7.465387420515131795e-06
2.640000000000000000e+02 -1.673544282963697945e-03 9.713727534183386181e-05 7.589488811694113956e-06
2.650000000000000000e+02 -1.696869052877173932e-03 9.542247269981515834e-05 7.712092459494846911e-06
2.660000000000000000e+02 -1.719462277182855822e-03 9.367478605821639970e-05 7.833124322190984271e-06
2.670000000000000000e+02 -1.741322451104254654e-03 9.189520368643444559e-05 7.952521539221043393e-06
2.680000000000000000e+02 -1.762448896249583672e-03 9.008477993452275445e-05 8.070224045314848202e-06
2.690000000000000000e+02 -1.782840934231126216e-03 8.824456915253765788e-05 8.186171775202222625e-06
2.700000000000000000e+02 -1.802497886655799906e-03 8.637562569051525352e-05 8.300304663613170160e-06
2.710000000000000000e+02 -1.821419075134778076e-03 8.447900389853500714e-05 8.412562645276791366e-06
2.720000000000000000e+02 -1.839603821276828864e-03 8.255575812664169000e-05 8.522885654923271007e-06
2.730000000000000000e+02 -1.857051446691090121e-03 8.060694272490320756e-05 8.631213627282072171e-06
2.740000000000000000e+02 -1.873761272987809921e-03 7.863361204336431754e-05 8.737486497083557499e-06
2.750000000000000000e+02 -1.889732621775941368e-03 7.663682043206401784e-05 8.841644199055926308e-06
2.760000000000000000e+02 -1.904964814665362823e-03 7.461762224109913500e-05 8.943626667931531764e-06
2.770000000000000000e+02 -1.919457173264841774e-03 7.257707182047971872e-05 9.043373838437665166e-06
2.780000000000000000e+02 -1.933209019184626730e-03 7.051622352029103525e-05 9.140825645304695928e-06
2.790000000000000000e+02 -1.946219674033855540e-03 6.843613169057206891e-05 9.235922023263166261e-06
2.800000000000000000e+02 -1.958488459421666491e-03 6.633785068138493824e-05 9.328602907041636319e-06
2.810000000000000000e+02 -1.970014696958677369e-03 6.422243484278020143e-05 9.418808231371918861e-06
2.820000000000000000e+02 -1.980797708252916671e-03 6.209093852481996345e-05 9.506477930980942654e-06
2.830000000000000000e+02 -1.990836814915001966e-03 5.994441607755478929e-05 9.591551940600340887e-06
2.840000000000000000e+02 -2.000131338553516429e-03 5.778392185103523038e-05 9.673970194959573263e-06
2.850000000000000000e+02 -2.008680600778893315e-03 5.561051019533497231e-05 9.753672628787381200e-06
