# ell, fid_Cl_tt, fid_Cl_te, fid_Cl_ee
1.387000000000000000e+03 2.589575041177396772e-03 -1.927904584434354785e-04 6.525161542089011400e-05
1.388000000000000000e+03 2.589665352903787899e-03 -1.918420264458861276e-04 6.457501788054651468e-05
1.389000000000000000e+03 2.589684049679773399e-03 -1.908553498603295919e-04 6.390219510801849916e-05
1.390000000000000000e+03 2.589629416909766235e-03 -1.898311135821687413e-04 6.323329587621599312e-05
1.391000000000000000e+03 2.589499739998176332e-03 -1.887700025068063912e-04 6.256846895804898999e-05
1.392000000000000000e+03 2.589293304349416219e-03 -1.876727015296455472e-04 6.190786312642745611e-05
1.393000000000000000e+03 2.589008395367897557e-03 -1.865398955460889163e-04 6.125162715426130361e-05
1.394000000000000000e+03 2.588643298458032874e-03 -1.853722694515394769e-04 6.059990981446055979e-05
1.395000000000000000e+03 2.588196299024233399e-03 -1.841705081414000717e-04 5.995285987993515035e-05
1.396000000000000000e+03 2.587665682470909924e-03 -1.829352965110735976e-04 5.931062612359504162e-05
1.397000000000000000e+03 2.587049734202476713e-03 -1.816673194559629515e-04 5.867335731835020670e-05
1.398000000000000000e+03 2.586346739623342824e-03 -1.803672618714709220e-04 5.804120223711057127e-05
1.399000000000000000e+03 2.585554984137921654e-03 -1.790358086530004602e-04 5.741430965278614232e-05
1.400000000000000000e+03 2.584672753150624863e-03 -1.776736446959543546e-04 5.679282833828686587e-05
1.401000000000000000e+03 2.583698332065863679e-03 -1.762814548957355835e-04 5.617690706652268113e-05
1.402000000000000000e+03 2.582630006288050631e-03 -1.748599241477469355e-04 5.556669461040358832e-05
1.403000000000000000e+03 2.581466061221596945e-03 -1.734097373473913344e-04 5.496233974283949280e-05
1.404000000000000000e+03 2.580204782270914283e-03 -1.719315793900716774e-04 5.436399123674043543e-05
1.405000000000000000e+03 2.578844454840415606e-03 -1.704261351711907257e-04 5.377179786501631479e-05
1.406000000000000000e+03 2.577383364334511276e-03 -1.688940895861514306e-04 5.318590840057711754e-05
1.407000000000000000e+03 2.575819796157613820e-03 -1.673361275303567161e-04 5.260647161633278968e-05
1.408000000000000000e+03 2.574152035714134899e-03 -1.657529338992093707e-04 5.203363628519329755e-05
1.409000000000000000e+03 2.572378368408485740e-03 -1.641451935881122913e-04 5.146755118006861426e-05
1.410000000000000000e+03 2.570497079645079307e-03 -1.625135914924683478e-04 5.090836507386871292e-05
1.411000000000000000e+03 2.568506454828326391e-03 -1.608588125076804371e-04 5.035622673950351243e-05
1.412000000000000000e+03 2.566404779362639089e-03 -1.591815415291514290e-04 4.981128494988300623e-05
1.413000000000000000e+03 2.564190338652429495e-03 -1.574824634522841663e-04 4.927368847791715388e-05
1.414000000000000000e+03 2.561861418102109270e-03 -1.557622631724815459e-04 4.874358609651590138e-05
1.415000000000000000e+03 2.559416303116089642e-03 -1.540216255851464648e-04 4.822112657858922862e-05
1.416000000000000000e+03 2.556853279098783571e-03 -1.522612355856817114e-04 4.770645869704709515e-05
1.417000000000000000e+03 2.554170631454601419e-03 -1.504817780694902641e-04 4.719973122479944022e-05
1.418000000000000000e+03 2.551366645587956148e-03 -1.486839379319749384e-04 4.670109293475625725e-05
1.419000000000000000e+03 2.548439606903258985e-03 -1.468684000685385770e-04 4.621069259982748547e-05
1.420000000000000000e+03 2.545387800804922024e-03 -1.450358493745841583e-04 4.572867899292309122e-05
1.421000000000000000e+03 2.542209512697356493e-03 -1.431869707455144707e-04 4.525520088695304761e-05
1.422000000000000000e+03 2.538903027984974921e-03 -1.413224490767323841e-04 4.479040705482730065e-05
1.423000000000000000e+03 2.535466632072188101e-03 -1.394429692636408224e-04 4.433444626945582344e-05
1.424000000000000000e+03 2.531899006668465041e-03 -1.375492229377533212e-04 4.388744235136814268e-05
1.425000000000000000e+03 2.528200418703495898e-03 -1.356419286750261595e-04 4.344941931157214165e-05
1.426000000000000000e+03 2.524371531412027744e-03 -1.337218117875263359e-04 4.302037620869526402e-05
1.427000000000000000e+03 2.520413008028807213e-03 -1.317895975873208223e-04 4.260031210136493987e-05
1.428000000000000000e+03 2.516325511788581812e-03 -1.298460113864765631e-04 4.218922604820863319e-05
1.429000000000000000e+03 2.512109705926098176e-03 -1.278917784970605843e-04 4.178711710785376729e-05
1.430000000000000000e+03 2.507766253676103375e-03 -1.259276242311398576e-04 4.139398433892781972e-05
1.431000000000000000e+03 2.503295818273343614e-03 -1.239542739007813276e-04 4.100982680005820023e-05
1.432000000000000000e+03 2.498699062952566829e-03 -1.219724528180520065e-04 4.063464354987237958e-05
1.433000000000000000e+03 2.493976650948519225e-03 -1.199828862950188662e-04 4.026843364699780143e-05
1.434000000000000000e+03 2.489129245495947870e-03 -1.179862996437488646e-04 3.991119615006188910e-05
1.435000000000000000e+03 2.484157509829600270e-03 -1.159834181763089872e-04 3.956293011769213366e-05
1.436000000000000000e+03 2.479062107184223061e-03 -1.139749672047662326e-04 3.922363460851593133e-05
1.437000000000000000e+03 2.473843700794561579e-03 -1.119616720411875454e-04 3.889330868116074611e-05
1.438000000000000000e+03 2.468502953895365063e-03 -1.099442579976399380e-04 3.857195139425404195e-05
1.439000000000000000e+03 2.463040529721379716e-03 -1.079234503861903685e-04 3.825956180642324218e-05
1.440000000000000000e+03 2.457457091507351740e-03 -1.058999745189057815e-04 3.795613897629579724e-05
1.441000000000000000e+03 2.451753302488028641e-03 -1.038745557078532301e-04 3.766168196249915754e-05
1.442000000000000000e+03 2.445929825898156620e-03 -1.018479192650996587e-04 3.737618982366075997e-05
1.443000000000000000e+03 2.439987324972484051e-03 -9.982079050271201195e-05 3.709966161840806849e-05
1.444000000000000000e+03 2.433926462945756267e-03 -9.779389473275731579e-05 3.683209640536850644e-05
1.445000000000000000e+03 2.427747903052721208e-03 -9.576795726730251478e-05 3.657349324316953778e-05
1.446000000000000000e+03 2.421452308528125510e-03 -9.374370341841459415e-05 3.632385119043859262e-05
1.447000000000000000e+03 2.415040342606716243e-03 -9.172185849816053916e-05 3.608316930580312138e-05
1.448000000000000000e+03 2.408512668523239610e-03 -8.970314781860734858e-05 3.585144664789058128e-05
1.449000000000000000e+03 2.401869949512443550e-03 -8.768829669182195345e-05 3.562868227532840917e-05
1.450000000000000000e+03 2.395112848809074265e-03 -8.567803042987135256e-05 3.541487524674404193e-05
1.451000000000000000e+03 2.388242029647878392e-03 -8.367307434482251761e-05 3.521002462076494355e-05
1.452000000000000000e+03 2.381258155263603869e-03 -8.167415374874246092e-05 3.501412945601854412e-05
1.453000000000000000e+03 2.374161888890996899e-03 -7.968199395369811354e-05 3.482718881113228729e-05
1.454000000000000000e+03 2.366953893764804553e-03 -7.769732027175650136e-05 3.464920174473365059e-05
1.455000000000000000e+03 2.359634833119773900e-03 -7.572085801498454186e-05 3.448016731545003701e-05
1.456000000000000000e+03 2.352205370190651578e-03 -7.375333249544927449e-05 3.432008458190892409e-05
1.457000000000000000e+03 2.344666168212184657e-03 -7.179546902521761673e-05 3.416895260273772837e-05
1.458000000000000000e+03 2.337017890419120208e-03 -6.984799291635659447e-05 3.402677043656391384e-05
1.459000000000000000e+03 2.329261200046204867e-03 -6.791162948093317940e-05 3.389353714201494446e-05
1.460000000000000000e+03 2.321396760328184837e-03 -6.598710403101431610e-05 3.376925177771822323e-05
1.461000000000000000e+03 2.313425234499808924e-03 -6.407514187866701692e-05 3.365391340230123446e-05
1.462000000000000000e+03 2.305347285795822463e-03 -6.217646833595825355e-05 3.354752107439139470e-05
1.463000000000000000e+03 2.297163814956660818e-03 -6.029175137748491223e-05 3.345005444443400745e-05
1.464000000000000000e+03 2.288876672745508191e-03 -5.842142962796356459e-05 3.336141553014572761e-05
1.465000000000000000e+03 2.280487947431238810e-03 -5.656588437464070358e-05 3.328148694106105638e-05
1.466000000000000000e+03 2.271999727282724302e-03 -5.472549690476278151e-05 3.321015128671448140e-05
1.467000000000000000e+03 2.263414100568837163e-03 -5.290064850557632520e-05 3.314729117664051066e-05
1.468000000000000000e+03 2.254733155558451187e-03 -5.109172046432780052e-05 3.309278922037364534e-05
1.469000000000000000e+03 2.245958980520438870e-03 -4.929909406826370042e-05 3.304652802744836632e-05
1.470000000000000000e+03 2.237093663723672705e-03 -4.752315060463051108e-05 3.300839020739919512e-05
1.471000000000000000e+03 2.228139293437024753e-03 -4.576427136067468481e-05 3.297825836976061941e-05
1.472000000000000000e+03 2.219097957929369678e-03 -4.402283762364275521e-05 3.295601512406713359e-05
1.473000000000000000e+03 2.209971745469578672e-03 -4.229923068078118137e-05 3.294154307985324565e-05
1.474000000000000000e+03 2.200762744326524665e-03 -4.059383181933644947e-05 3.293472484665344323e-05
1.475000000000000000e+03 2.191473042769081017e-03 -3.890702232655505923e-05 3.293544303400223431e-05
1.476000000000000000e+03 2.182104729066119790e-03 -3.723918348968347652e-05 3.294358025143411331e-05
1.477000000000000000e+03 2.172659891486514779e-03 -3.559069659596819429e-05 3.295901910848358143e-05
1.478000000000000000e+03 2.163140618299137178e-03 -3.396194293265570550e-05 3.298164221468513309e-05
1.479000000000000000e+03 2.153548997772861649e-03 -3.235330378699248277e-05 3.301133217957326950e-05
1.480000000000000000e+03 2.143887118176559387e-03 -3.076516044622501229e-05 3.304797161268249186e-05
1.481000000000000000e+03 2.134157067779103752e-03 -2.919789419759979041e-05 3.309144312354728781e-05
1.482000000000000000e+03 2.124360934849367673e-03 -2.765188632836329991e-05 3.314162932170217209e-05
1.483000000000000000e+03 2.114500807656223644e-03 -2.612751812576201004e-05 3.319841281668163237e-05
1.484000000000000000e+03 2.104578774468544595e-03 -2.462517087704242053e-05 3.326167621802016307e-05
1.485000000000000000e+03 2.094596923555203452e-03 -2.314522586945102773e-05 3.333130213525228571e-05
1.486000000000000000e+03 2.084557343185072711e-03 -2.168806439023428733e-05 3.340717317791246760e-05
1.487000000000000000e+03 2.074462121627025299e-03 -2.025406772663870922e-05 3.348917195553523029e-05
1.488000000000000000e+03 2.064313347149933277e-03 -1.884361716591077281e-05 3.357718107765506819e-05
1.489000000000000000e+03 2.054113108022670876e-03 -1.745709399529695073e-05 3.367108315380646218e-05
1.490000000000000000e+03 2.043863492514109287e-03 -1.609487950204374271e-05 3.377076079352393377e-05
1.491000000000000000e+03 2.033566588893121873e-03 -1.475735497339762647e-05 3.387609660634197741e-05
1.492000000000000000e+03 2.023224485428581996e-03 -1.344490169660509326e-05 3.398697320179507394e-05
1.493000000000000000e+03 2.012839270389361716e-03 -1.215790095891262927e-05 3.410327318941773814e-05
1.494000000000000000e+03 2.002413032044334396e-03 -1.089673404756670882e-05 3.422487917874447798e-05
1.495000000000000000e+03 1.991947858662371663e-03 -9.661782249813821483e-06 3.435167377930976076e-05
1.496000000000000000e+03 1.981445838512347745e-03 -8.453426852900458520e-06 3.448353960064811481e-05
1.497000000000000000e+03 1.970909059863133837e-03 -7.272049144073098490e-06 3.462035925229403453e-05
1.498000000000000000e+03 1.960339610983604167e-03 -6.118030410578232657e-06 3.476201534378199403e-05
1.499000000000000000e+03 1.949739580142631013e-03 -4.991751939662345507e-06 3.490839048464651484e-05
1.500000000000000000e+03 1.939111055609086870e-03 -3.893595018571916445e-06 3.505936728442209137e-05
1.501000000000000000e+03 1.928456125651844448e-03 -2.823940934553432501e-06 3.521482835264322484e-05
1.502000000000000000e+03 1.917776875839257399e-03 -1.783094653571242942e-06 3.537465148480132459e-05
1.503000000000000000e+03 1.907075380937600304e-03 -7.710558564611338153e-07 3.553869522021556136e-05
1.504000000000000000e+03 1.896353713012630419e-03 2.122520972232444749e-07 3.570681328416196664e-05
1.505000000000000000e+03 1.885613944130101098e-03 1.166905847928245759e-06 3.587885940191662610e-05
1.506000000000000000e+03 1.874858146355770465e-03 2.092982036100218575e-06 3.605468729875557798e-05
1.507000000000000000e+03 1.864088391755392739e-03 2.990557302185516858e-06 3.623415069995490796e-05
1.508000000000000000e+03 1.853306752394723658e-03 3.859708286630487558e-06 3.641710333079069495e-05
1.509000000000000000e+03 1.842515300339520046e-03 4.700511629881485881e-06 3.660339891653897041e-05
1.510000000000000000e+03 1.831716107655536122e-03 5.513043972384860684e-06 3.679289118247582681e-05
1.511000000000000000e+03 1.820911246408528925e-03 6.297381954586962089e-06 3.698543385387731593e-05
1.512000000000000000e+03 1.810102788664253544e-03 7.053602216934147000e-06 3.718088065601950313e-05
1.513000000000000000e+03 1.799292806488465716e-03 7.781781399872758764e-06 3.737908531417844698e-05
1.514000000000000000e+03 1.788483371946921179e-03 8.481996143849152589e-06 3.757990155363023316e-05
1.515000000000000000e+03 1.777676557105375239e-03 9.154323089309681142e-06 3.778318309965089991e-05
1.516000000000000000e+03 1.766874434029585151e-03 9.798838876700692005e-06 3.798878367751653293e-05
1.517000000000000000e+03 1.756079074785304919e-03 1.041562014646853785e-05 3.819655701250318399e-05
1.518000000000000000e+03 1.745292551438291147e-03 1.100474353905956794e-05 3.840635682988693202e-05
1.519000000000000000e+03 1.734516936054299359e-03 1.156628569492013665e-05 3.861803685494382879e-05
1.520000000000000000e+03 1.723754300699084641e-03 1.210032325449659495e-05 3.883145081294993967e-05
1.521000000000000000e+03 1.713006717438403598e-03 1.260693285823529043e-05 3.904645242918133001e-05
1.522000000000000000e+03 1.702276258338011970e-03 1.308619114658257743e-05 3.926289542891408548e-05
1.523000000000000000e+03 1.691564995463665276e-03 1.353817475998480694e-05 3.948063353742423755e-05
1.524000000000000000e+03 1.680875000881119257e-03 1.396296033888832823e-05 3.969952047998787190e-05
1.525000000000000000e+03 1.670208346656128998e-03 1.436062452373949736e-05 3.991940998188104033e-05
1.526000000000000000e+03 1.659567104854451107e-03 1.473124395498465682e-05 4.014015576837982852e-05
1.527000000000000000e+03 1.648953347541840886e-03 1.507489527307016268e-05 4.036161156476027472e-05
1.528000000000000000e+03 1.638369146784054075e-03 1.539165511844236929e-05 4.058363109629846459e-05
1.529000000000000000e+03 1.627816574646846412e-03 1.568160013154762085e-05 4.080606808827045673e-05
1.530000000000000000e+03 1.617297703195973851e-03 1.594480695283227172e-05 4.102877626595230969e-05
1.531000000000000000e+03 1.606814604497191698e-03 1.618135222274267457e-05 4.125160935462010239e-05
1.532000000000000000e+03 1.596369350616255907e-03 1.639131258172518205e-05 4.147442107954988662e-05
1.533000000000000000e+03 1.585964013618922216e-03 1.657476467022614007e-05 4.169706516601772095e-05
1.534000000000000000e+03 1.575600665570946581e-03 1.673178512869190129e-05 4.191939533929969107e-05
1.535000000000000000e+03 1.565281378538083872e-03 1.686245059756881498e-05 4.214126532467184878e-05
1.536000000000000000e+03 1.555008224586090695e-03 1.696683771730324059e-05 4.236252884741026619e-05
1.537000000000000000e+03 1.544783275780722571e-03 1.704502312834151723e-05 4.258303963279098833e-05
1.538000000000000000e+03 1.534608604187734805e-03 1.709708347113001112e-05 4.280265140609010088e-05
1.539000000000000000e+03 1.524486281872884002e-03 1.712309538611505799e-05 4.302121789258366919e-05
1.540000000000000000e+03 1.514418380901924816e-03 1.712313551374301728e-05 4.323859281754774506e-05
1.541000000000000000e+03 1.504406795120499622e-03 1.709733159893946482e-05 4.345463876469459521e-05
1.542000000000000000e+03 1.494452705493793006e-03 1.704601580454685896e-05 4.366925375148127152e-05
1.543000000000000000e+03 1.484557114766876405e-03 1.696957139788689476e-05 4.388234465380102725e-05
1.544000000000000000e+03 1.474721025684820391e-03 1.686838164628125713e-05 4.409381834754708856e-05
1.545000000000000000e+03 1.464945440992696185e-03 1.674282981705163775e-05 4.430358170861270869e-05
1.546000000000000000e+03 1.455231363435574360e-03 1.659329917751972491e-05 4.451154161289113412e-05
1.547000000000000000e+03 1.445579795758526569e-03 1.642017299500720350e-05 4.471760493627560456e-05
1.548000000000000000e+03 1.435991740706623384e-03 1.622383453683576859e-05 4.492167855465938005e-05
1.549000000000000000e+03 1.426468201024935160e-03 1.600466707032710510e-05 4.512366934393569350e-05
1.550000000000000000e+03 1.417010179458534419e-03 1.576305386280290468e-05 4.532348417999779139e-05
1.551000000000000000e+03 1.407618678752490648e-03 1.549937818158485226e-05 4.552102993873892700e-05
1.552000000000000000e+03 1.398294701651875502e-03 1.521402329399464119e-05 4.571621349605233323e-05
1.553000000000000000e+03 1.389039250901759988e-03 1.490737246735395639e-05 4.590894172783127012e-05
1.554000000000000000e+03 1.379853329247214674e-03 1.457980896898448783e-05 4.609912150996897060e-05
1.555000000000000000e+03 1.370737939433310784e-03 1.423171606620792381e-05 4.628665971835868793e-05
1.556000000000000000e+03 1.361694084205119322e-03 1.386347702634595261e-05 4.647146322889366180e-05
1.557000000000000000e+03 1.352722766307711075e-03 1.347547511672026592e-05 4.665343891746713193e-05
1.558000000000000000e+03 1.343824988486157267e-03 1.306809360465255033e-05 4.683249365997236511e-05
1.559000000000000000e+03 1.335001753485528684e-03 1.264171575746449413e-05 4.700853433230258073e-05
1.560000000000000000e+03 1.326254064050896766e-03 1.219672484247779239e-05 4.718146781035103881e-05
1.561000000000000000e+03 1.317582922927331432e-03 1.173350412701412493e-05 4.735120097001099262e-05
1.562000000000000000e+03 1.308989332859904556e-03 1.125243687839518511e-05 4.751764068717566152e-05
1.563000000000000000e+03 1.300474296593686924e-03 1.075390636394265954e-05 4.768069383773831910e-05
1.564000000000000000e+03 1.292038816873749326e-03 1.023829585097823651e-05 4.784026729759219152e-05
1.565000000000000000e+03 1.283683896445162766e-03 9.705988606823611083e-06 4.799626794263053202e-05
1.566000000000000000e+03 1.275410538052998248e-03 9.157367898800466464e-06 4.814860264874658708e-05
1.567000000000000000e+03 1.267219744442326778e-03 8.592816994230494335e-06 4.829717829183358965e-05
1.568000000000000000e+03 1.259112518358219144e-03 8.012719160435377902e-06 4.844190174778480651e-05
1.569000000000000000e+03 1.251089862545746566e-03 7.417457664736811387e-06 4.858267989249347060e-05
1.570000000000000000e+03 1.243152779749980268e-03 6.807415774456483078e-06 4.871941960185282162e-05
1.571000000000000000e+03 1.235302272715990603e-03 6.182976756916082960e-06 4.885202775175611961e-05
1.572000000000000000e+03 1.227539344188848794e-03 5.544523879437297629e-06 4.898041121809659071e-05
1.573000000000000000e+03 1.219864996913626060e-03 4.892440409341812835e-06 4.910447687676749496e-05
1.574000000000000000e+03 1.212280233635392758e-03 4.227109613951321103e-06 4.922413160366208561e-05
1.575000000000000000e+03 1.204786057099220542e-03 3.548914760587511993e-06 4.933928227467358204e-05
1.576000000000000000e+03 1.197383470050179767e-03 2.858239116572072102e-06 4.944983576569525105e-05
1.577000000000000000e+03 1.190073475233341871e-03 2.155465949226694379e-06 4.955569895262032558e-05
1.578000000000000000e+03 1.182857075393777425e-03 1.440978525873061396e-06 4.965677871134205887e-05
1.579000000000000000e+03 1.175735273276558085e-03 7.151601138328654667e-07 4.975298191775369064e-05
1.580000000000000000e+03 1.168708853575299057e-03 -2.160008971867619835e-08 4.984423042656528570e-05
1.581000000000000000e+03 1.161777728777797563e-03 -7.688891681922306840e-07 4.993050600775416871e-05
1.582000000000000000e+03 1.154941593320395459e-03 -1.526288275144938170e-06 5.001180541011446913e-05
1.583000000000000000e+03 1.148200141639433734e-03 -2.293378564133935488e-06 5.008812538244032317e-05
1.584000000000000000e+03 1.141553068171254027e-03 -3.069741188716361948e-06 5.015946267352587384e-05
1.585000000000000000e+03 1.135000067352198846e-03 -3.854957302449357600e-06 5.022581403216525736e-05
1.586000000000000000e+03 1.128540833618609613e-03 -4.648608058890059743e-06 5.028717620715260318e-05
1.587000000000000000e+03 1.122175061406827752e-03 -5.450274611595606097e-06 5.034354594728207463e-05
1.588000000000000000e+03 1.115902445153195118e-03 -6.259538114123139043e-06 5.039492000134776050e-05
1.589000000000000000e+03 1.109722679294053351e-03 -7.075979720029790798e-06 5.044129511814384446e-05
1.590000000000000000e+03 1.103635458265744308e-03 -7.899180582872709669e-06 5.048266804646444239e-05
1.591000000000000000e+03 1.097640476504609412e-03 -8.728721856209027027e-06 5.051903553510369053e-05
1.592000000000000000e+03 1.091737428446990735e-03 -9.564184693595881862e-06 5.055039433285572509e-05
1.593000000000000000e+03 1.085926008529229485e-03 -1.040515024859041740e-05 5.057674118851468231e-05
1.594000000000000000e+03 1.080205911187667950e-03 -1.125119967474976841e-05 5.059807285087471873e-05
1.595000000000000000e+03 1.074576830858647337e-03 -1.210191412563107132e-05 5.061438606872994348e-05
1.596000000000000000e+03 1.069038461978509720e-03 -1.295687475479147446e-05 5.062567759087450634e-05
1.597000000000000000e+03 1.063590498983596521e-03 -1.381566271578810749e-05 5.063194416610255030e-05
1.598000000000000000e+03 1.058232636310249596e-03 -1.467785916217810857e-05 5.063318254320819126e-05
1.599000000000000000e+03 1.052964568394810368e-03 -1.554304524751861922e-05 5.062938947098559933e-05
1.600000000000000000e+03 1.047785989673620912e-03 -1.641080212536678268e-05 5.062056169822888363e-05
1.601000000000000000e+03 1.042696594583022865e-03 -1.728071094927973369e-05 5.060669597373218716e-05
1.602000000000000000e+03 1.037696077559357869e-03 -1.815235287281461549e-05 5.058778904628964614e-05
1.603000000000000000e+03 1.032784133038967345e-03 -1.902530904952855776e-05 5.056383766469541035e-05
1.604000000000000000e+03 1.027960455458193367e-03 -1.989916063297870032e-05 5.053483857774360925e-05
1.605000000000000000e+03 1.023224739253377358e-03 -2.077348877672218641e-05 5.050078853422837905e-05
1.606000000000000000e+03 1.018576678860861392e-03 -2.164787463431615586e-05 5.046168428294384921e-05
1.607000000000000000e+03 1.014015968716986890e-03 -2.252189935931774852e-05 5.041752257268415595e-05
1.608000000000000000e+03 1.009542303258095493e-03 -2.339514410528409407e-05 5.036830015224344904e-05
1.609000000000000000e+03 1.005155376920529274e-03 -2.426719002577233910e-05 5.031401377041587149e-05
1.610000000000000000e+03 1.000854884140629439e-03 -2.513761827433961670e-05 5.025466017599553920e-05
1.611000000000000000e+03 9.966405193547376272e-04 -2.600601000454307347e-05 5.019023611777660194e-05
1.612000000000000000e+03 9.925119769991963461e-04 -2.687194636993983909e-05 5.012073834455318239e-05
1.613000000000000000e+03 9.884689515103465846e-04 -2.773500852408706694e-05 5.004616360511943710e-05
1.614000000000000000e+03 9.845111373245299825e-04 -2.859477762054187316e-05 4.996650864826948874e-05
1.615000000000000000e+03 9.806382288780888298e-04 -2.945083481286142469e-05 4.988177022279748708e-05
1.616000000000000000e+03 9.768499206073643325e-04 -3.030276125460282070e-05 4.979194507749756159e-05
1.617000000000000000e+03 9.731459069486985639e-04 -3.115013809932324170e-05 4.969702996116384170e-05
1.618000000000000000e+03 9.695258823384327301e-04 -3.199254650057980381e-05 4.959702162259047720e-05
1.619000000000000000e+03 9.659894061178746780e-04 -3.282959855546106867e-05 4.949192851834102215e-05
1.620000000000000000e+03 9.625354972481944826e-04 -3.366103013518127843e-05 4.938180593605675622e-05
1.621000000000000000e+03 9.591630395955283179e-04 -3.448660805448607671e-05 4.926672087114839047e-05
1.622000000000000000e+03 9.558709170260121409e-04 -3.530609912812112067e-05 4.914674031902661563e-05
1.623000000000000000e+03 9.526580134057823423e-04 -3.611927017083206072e-05 4.902193127510212921e-05
1.624000000000000000e+03 9.495232126009743373e-04 -3.692588799736456757e-05 4.889236073478564227e-05
1.625000000000000000e+03 9.464653984777248417e-04 -3.772571942246427131e-05 4.875809569348785909e-05
1.626000000000000000e+03 9.434834549021697044e-04 -3.851853126087685620e-05 4.861920314661946364e-05
1.627000000000000000e+03 9.405762657404444487e-04 -3.930409032734793876e-05 4.847575008959118729e-05
1.628000000000000000e+03 9.377427148586858991e-04 -4.008216343662320328e-05 4.832780351781371401e-05
1.629000000000000000e+03 9.349816861230295789e-04 -4.085251740344830013e-05 4.817543042669774131e-05
1.630000000000000000e+03 9.322920633996117706e-04 -4.161491904256886618e-05 4.801869781165398702e-05
1.631000000000000000e+03 9.296727305545686481e-04 -4.236913516873057215e-05 4.785767266809313509e-05
1.632000000000000000e+03 9.271225714540358431e-04 -4.311493259667906165e-05 4.769242199142590338e-05
1.633000000000000000e+03 9.246404699641496382e-04 -4.385207814115999863e-05 4.752301277706299615e-05
1.634000000000000000e+03 9.222253099510460987e-04 -4.458033861691903350e-05 4.734951202041509058e-05
1.635000000000000000e+03 9.198759752808615070e-04 -4.529948083870182342e-05 4.717198671689291808e-05
1.636000000000000000e+03 9.175913498197313866e-04 -4.600927162125400524e-05 4.699050386190715582e-05
1.637000000000000000e+03 9.153703174337921283e-04 -4.670947777932125646e-05 4.680513045086852840e-05
1.638000000000000000e+03 9.132117619891797974e-04 -4.739986612764922070e-05 4.661593347918773335e-05
1.639000000000000000e+03 9.111145673520304597e-04 -4.808020348098355514e-05 4.642297994227545462e-05
1.640000000000000000e+03 9.090776173884799636e-04 -4.875025665406990339e-05 4.622633683554240326e-05
1.641000000000000000e+03 9.070997959646644833e-04 -4.940979246165393617e-05 4.602607115439929711e-05
1.642000000000000000e+03 9.051799869467201925e-04 -5.005857771848129035e-05 4.582224989425682013e-05
1.643000000000000000e+03 9.033170742007828316e-04 -5.069637923929764341e-05 4.561494005052568339e-05
1.644000000000000000e+03 9.015099415929887913e-04 -5.132296383884862542e-05 4.540420861861658438e-05
1.645000000000000000e+03 8.997574729894737035e-04 -5.193809833187989356e-05 4.519012259394022062e-05
1.646000000000000000e+03 8.980585522563741757e-04 -5.254154953313712532e-05 4.497274897190730317e-05
1.647000000000000000e+03 8.964120632598256231e-04 -5.313308425736594401e-05 4.475215474792853631e-05
1.648000000000000000e+03 8.948168898659646531e-04 -5.371246931931202034e-05 4.452840691741460401e-05
1.649000000000000000e+03 8.932719159409271146e-04 -5.427947153372101149e-05 4.430157247577623763e-05
1.650000000000000000e+03 8.917760253508490728e-04 -5.483385771533856107e-05 4.407171841842411438e-05
1.651000000000000000e+03 8.903281019618663767e-04 -5.537539467891033305e-05 4.383891174076895208e-05
1.652000000000000000e+03 8.889270296401152001e-04 -5.590384923918197780e-05 4.360321943822143470e-05
1.653000000000000000e+03 8.875716922517318253e-04 -5.641898821089913897e-05 4.336470850619228006e-05
1.654000000000000000e+03 8.862609736628518841e-04 -5.692057840880751436e-05 4.312344594009219246e-05
1.655000000000000000e+03 8.849937577396118759e-04 -5.740838664765268663e-05 4.287949873533185584e-05
1.656000000000000000e+03 8.837689283481475408e-04 -5.788217974218036037e-05 4.263293388732199482e-05
1.657000000000000000e+03 8.825853693545950528e-04 -5.834172450713617921e-05 4.238381839147328659e-05
1.658000000000000000e+03 8.814419576683867096e-04 -5.878683036034902518e-05 4.213222245432879777e-05
1.659000000000000000e+03 8.803375423721404970e-04 -5.921747713198065267e-05 4.187822912696089530e-05
1.660000000000000000e+03 8.792709655917710669e-04 -5.963368725527610191e-05 4.162192467157433556e-05
1.661000000000000000e+03 8.782410694531918782e-04 -6.003548316348033859e-05 4.136339535037382751e-05
1.662000000000000000e+03 8.772466960823179080e-04 -6.042288728983836907e-05 4.110272742556411398e-05
1.663000000000000000e+03 8.762866876050633743e-04 -6.079592206759522680e-05 4.084000715934993104e-05
1.664000000000000000e+03 8.753598861473422784e-04 -6.115460992999586392e-05 4.057532081393598763e-05
1.665000000000000000e+03 8.744651338350692719e-04 -6.149897331028535456e-05 4.030875465152705369e-05
1.666000000000000000e+03 8.736012727941579225e-04 -6.182903464170863052e-05 4.004039493432780429e-05
1.667000000000000000e+03 8.727671451505238575e-04 -6.214481635751071848e-05 3.977032792454302293e-05
1.668000000000000000e+03 8.719615930300798857e-04 -6.244634089093660447e-05 3.949863988437741857e-05
1.669000000000000000e+03 8.711834585587412009e-04 -6.273363067523134227e-05 3.922541707603571369e-05
1.670000000000000000e+03 8.704315838624220210e-04 -6.300670814363987726e-05 3.895074576172265115e-05
1.671000000000000000e+03 8.697048110670363473e-04 -6.326559572940720899e-05 3.867471220364296700e-05
1.672000000000000000e+03 8.690019822984985064e-04 -6.351031586577839127e-05 3.839740266400137696e-05
